,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,Churn Score,CLTV
4137,0,0,1,1,12,1,2,0,2,2,2,2,0,2,1,1,2,79.4,4820.55,0,74,4666
4138,0,0,0,0,10,0,1,0,2,2,2,0,2,2,2,1,0,58.75,3038.55,0,21,5122
4139,0,0,1,1,6,1,2,0,2,2,0,0,0,0,0,1,1,59.45,2136.9,0,49,3682
4140,1,0,1,0,14,1,2,1,0,2,2,0,2,2,1,1,0,105.7,7472.15,0,20,4420
4141,1,0,1,0,8,1,0,0,2,0,2,0,0,0,2,0,1,53.3,2296.25,0,79,2929
4142,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,24.3,38.45,0,77,2515
4143,1,0,0,0,10,1,2,0,2,0,0,2,0,0,1,0,1,59.9,3043.6,0,42,5233
4144,1,0,1,1,11,1,2,2,1,1,1,1,1,1,1,0,1,23.95,1506.4,0,71,5449
4145,1,0,0,0,1,1,0,2,1,1,1,1,1,1,1,1,3,20.15,163.7,0,70,4004
4146,1,0,0,0,3,1,2,1,0,0,2,2,0,2,0,1,0,95.65,1640.0,0,49,3139
4147,1,0,1,1,9,1,0,0,2,0,2,2,2,2,2,0,3,81.0,3846.35,0,57,4280
4148,0,0,0,0,13,1,0,0,2,2,2,2,2,2,2,1,1,82.45,5646.6,0,70,5308
4149,0,0,1,0,0,1,0,2,1,1,1,1,1,1,1,0,0,20.5,79.05,0,80,3233
4150,1,0,0,1,5,1,0,0,0,2,0,2,0,0,1,1,1,54.4,1516.6,0,74,4711
4151,0,0,0,0,7,1,0,0,0,2,0,0,2,0,1,1,1,58.6,2224.5,0,46,5662
4152,1,0,0,0,2,1,0,1,0,0,2,0,0,2,0,0,2,84.8,888.75,0,60,4924
4153,0,0,1,0,14,0,1,0,0,2,2,2,2,2,2,1,1,61.4,4310.35,0,37,5119
4154,1,0,0,1,0,1,0,2,1,1,1,1,1,1,0,0,3,20.4,42.9,0,77,3000
4155,0,0,0,0,3,1,0,2,1,1,1,1,1,1,1,0,3,20.15,353.65,0,48,4650
4156,0,0,1,0,10,1,2,1,0,2,2,0,2,0,0,1,1,94.45,5073.1,0,55,5577
4157,0,0,0,0,11,1,2,1,2,0,0,0,0,0,0,1,0,79.8,4526.85,0,78,5709
4158,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.05,678.45,0,51,2003
4159,1,0,0,0,5,1,0,0,0,0,0,2,0,0,0,0,0,49.15,1237.3,0,54,2752
4160,0,0,0,0,9,1,0,2,1,1,1,1,1,1,2,0,1,19.4,1023.95,0,41,6233
4161,0,0,1,0,14,1,2,1,2,2,2,2,2,2,2,1,0,113.65,8182.75,0,38,5411
4162,0,0,0,1,8,1,0,1,2,2,0,2,2,2,1,1,1,106.0,4532.3,0,76,3528
4163,1,0,0,0,11,1,2,2,1,1,1,1,1,1,2,1,0,25.95,1444.05,0,40,4246
4164,0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,19.1,19.1,0,26,3313
4165,1,0,1,0,14,1,2,1,2,2,0,2,0,2,2,1,0,100.55,7325.1,0,54,6082
4166,1,0,1,0,7,1,2,1,0,0,0,0,2,2,0,1,2,95.4,3474.2,0,44,5111
4167,1,0,0,0,0,1,0,0,0,0,2,2,2,2,0,0,0,75.15,392.65,0,68,5900
4168,0,1,0,0,8,1,0,1,0,2,2,0,0,2,1,0,1,89.15,3990.75,0,27,4368
4169,0,1,1,1,13,1,2,1,0,2,2,2,2,2,1,1,2,107.9,7475.85,0,53,5899
4170,1,0,0,0,8,1,0,2,1,1,1,1,1,1,1,0,1,19.5,835.5,0,35,4220
4171,0,0,1,0,13,1,2,2,1,1,1,1,1,1,2,1,1,24.95,1718.35,0,45,4106
4172,1,1,1,1,13,1,0,2,1,1,1,1,1,1,1,0,0,19.5,1193.55,0,51,5443
4173,1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,1,69.95,1205.5,0,54,5596
4174,1,0,1,1,13,1,0,0,2,2,0,2,2,2,2,0,0,82.85,5776.45,0,42,5184
4175,1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,19.0,78.9,0,55,3022
4176,0,0,1,1,5,0,1,0,2,2,0,2,0,0,0,0,1,38.85,1025.15,0,43,3970
4177,1,0,0,1,0,1,0,2,1,1,1,1,1,1,0,0,1,20.35,122.0,0,60,3161
4178,1,0,1,0,13,1,2,1,0,2,2,0,2,0,1,1,0,95.0,6602.9,0,65,6259
4179,1,0,1,0,4,1,0,0,2,0,0,2,2,2,1,0,0,74.4,1712.9,0,68,4310
4180,0,1,1,0,14,1,2,0,2,2,2,2,0,2,2,0,0,78.45,5682.25,0,71,4032
4181,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,3,74.3,74.3,0,64,3063
4182,1,0,1,0,13,0,1,0,0,2,2,2,0,2,1,1,0,51.05,3635.15,0,69,4042
4183,0,0,1,1,7,1,0,2,1,1,1,1,1,1,0,0,0,19.2,702.9,0,79,3043
4184,0,0,1,1,8,1,2,1,0,2,2,2,2,2,1,1,0,109.1,4454.25,0,77,4854
4185,1,0,0,0,2,1,0,1,0,0,2,0,0,0,0,0,2,76.45,1117.55,0,52,2292
4186,1,0,1,1,2,1,2,0,0,2,2,2,2,0,0,1,2,72.8,930.05,0,46,2862
4187,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,18.95,110.15,0,68,5920
4188,0,0,1,0,2,1,0,1,2,0,2,0,2,2,0,0,2,101.75,1669.4,0,50,2919
4189,0,0,0,0,9,1,0,1,2,0,0,0,0,0,0,0,1,75.45,3545.1,0,66,4995
4190,0,0,0,0,1,1,0,0,0,0,2,2,0,2,0,0,3,64.1,504.05,0,25,2804
4191,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,3,25.65,440.2,0,24,3090
4192,1,0,1,1,2,1,0,1,2,0,0,0,0,0,0,0,3,75.1,1151.55,0,60,4634
4193,0,0,0,0,5,1,0,1,2,0,2,2,0,2,1,1,0,95.85,2475.35,0,42,3834
4194,0,0,0,0,4,1,2,0,2,0,0,0,0,0,0,0,2,54.4,1249.25,0,22,2989
4195,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,2,72.75,317.75,0,50,4503
4196,1,0,0,1,5,1,0,2,1,1,1,1,1,1,1,0,3,19.85,535.05,0,26,2941
4197,0,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,19.05,461.3,0,65,2692
4198,1,1,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,94.85,335.75,0,40,4496
4199,0,0,1,1,13,0,1,0,2,2,2,2,0,0,2,0,0,46.25,3121.4,0,33,4180
4200,1,0,0,0,2,1,0,2,1,1,1,1,1,1,1,0,3,19.35,324.8,0,39,2400
4201,1,0,0,0,3,1,2,0,0,0,0,0,2,2,0,0,3,69.6,1394.55,0,77,3349
4202,1,1,0,0,7,1,2,1,0,2,0,0,0,2,0,0,2,90.7,3413.25,0,39,5028
4203,1,0,0,0,6,1,0,1,0,2,2,0,2,2,0,1,2,101.4,3143.65,0,72,2025
4204,1,0,1,1,4,1,0,2,1,1,1,1,1,1,1,0,3,20.25,439.75,0,58,3000
4205,1,0,1,0,2,1,0,0,0,0,0,2,0,0,0,0,0,48.8,664.4,0,77,2168
4206,0,0,1,0,12,1,0,0,2,2,2,2,0,2,2,1,3,74.35,4759.55,0,80,4781
4207,0,0,0,0,9,1,0,2,1,1,1,1,1,1,1,1,3,19.35,1033.0,0,39,5247
4208,1,0,1,1,10,1,0,0,0,2,2,2,2,0,1,1,2,68.75,3482.85,0,51,4172
4209,1,0,0,0,5,1,2,1,0,2,0,0,2,2,1,0,2,100.2,2688.45,0,79,5137
4210,0,0,0,0,4,1,0,2,1,1,1,1,1,1,2,1,1,20.85,435.25,0,35,5422
4211,0,0,1,0,3,1,0,2,1,1,1,1,1,1,1,0,3,19.35,307.0,0,77,2185
4212,1,0,1,0,11,0,1,0,0,0,0,0,2,2,1,1,1,45.0,2689.35,0,55,5006
4213,0,0,1,0,10,1,2,2,1,1,1,1,1,1,2,0,3,25.5,1281.25,0,43,5447
4214,1,0,1,1,14,0,1,0,2,0,2,2,2,0,2,0,3,48.9,3527.0,0,47,5415
4215,0,0,0,0,5,1,0,2,1,1,1,1,1,1,2,1,3,19.6,561.15,0,21,2896
4216,0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,20.0,63.6,0,65,4258
4217,0,0,1,0,12,1,2,0,2,2,2,2,0,2,2,1,3,81.3,5129.3,0,74,5254
4218,0,0,1,0,8,1,0,1,0,0,0,2,2,2,2,1,1,95.2,4285.8,0,27,3363
4219,0,0,1,0,14,1,2,0,0,2,2,2,2,2,2,1,1,83.3,5894.5,0,24,4264
4220,0,0,1,1,11,1,0,2,1,1,1,1,1,1,2,0,1,20.3,1160.75,0,66,4424
4221,1,0,1,1,6,1,0,1,0,2,2,0,2,0,0,1,2,89.85,3091.75,0,45,3096
4222,0,0,1,1,2,1,0,2,1,1,1,1,1,1,0,0,3,19.8,272.95,0,34,4167
4223,1,0,1,1,13,0,1,0,0,0,2,2,2,2,2,0,0,54.65,3632.0,0,42,4051
4224,1,1,0,0,2,0,1,0,0,2,0,0,0,0,0,1,1,29.35,381.2,0,27,3606
4225,1,0,0,0,11,1,0,2,1,1,1,1,1,1,2,1,0,19.15,1035.5,0,25,6339
4226,0,0,1,1,0,1,0,2,1,1,1,1,1,1,2,0,3,19.1,52.0,0,30,3863
4227,0,0,0,0,1,1,0,1,0,2,2,0,0,0,0,0,2,80.55,653.9,0,26,3581
4228,0,0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,20.25,71.2,0,31,4331
4229,1,0,1,0,7,1,2,1,0,2,2,0,2,2,1,1,0,106.0,4178.65,0,77,5118
4230,0,0,0,0,13,1,2,2,1,1,1,1,1,1,2,0,0,25.5,1821.8,0,37,5182
4231,0,0,0,0,9,1,2,0,0,2,0,2,2,2,2,1,3,79.6,4024.2,0,39,5592
4232,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,55.25,55.25,0,49,3255
4233,0,0,1,0,14,1,2,0,2,2,2,2,2,2,2,0,0,88.05,6520.8,0,42,6247
4234,1,0,0,1,7,1,0,2,1,1,1,1,1,1,1,1,0,20.4,854.9,0,59,3200
4235,0,0,1,1,14,1,2,1,2,2,2,2,2,2,2,1,0,117.6,8308.9,0,54,6173
4236,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.0,109.2,0,53,3142
4237,0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,1,19.65,92.05,0,42,2878
4238,1,0,1,0,9,1,2,0,0,2,2,0,0,2,1,1,1,70.55,3420.5,0,39,3997
4239,0,0,1,1,12,1,0,0,2,0,0,2,2,0,1,0,3,65.8,4068.0,0,57,4754
4240,0,0,0,0,3,1,0,2,1,1,1,1,1,1,1,0,1,20.05,337.9,0,70,4828
4241,1,0,1,0,7,1,0,1,0,2,2,0,0,0,0,1,2,80.0,3168.75,0,31,2478
4242,0,0,1,1,8,0,1,0,2,0,2,0,0,0,1,0,1,35.4,1412.4,0,43,4375
4243,1,1,0,0,10,1,2,1,0,2,0,0,0,0,1,1,0,79.6,3974.7,0,59,4673
4244,1,0,1,0,8,1,2,1,0,2,0,0,0,0,0,1,2,80.25,3439.0,0,49,5757
4245,0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,20.45,42.45,0,56,2606
4246,1,0,0,0,13,1,0,1,0,2,2,0,0,0,1,0,1,79.6,5461.45,0,20,5210
4247,0,0,1,1,4,1,2,2,1,1,1,1,1,1,2,0,3,24.7,571.75,0,56,5302
4248,1,0,1,0,13,1,2,0,2,0,2,2,0,2,2,0,1,77.3,5498.2,0,23,6252
4249,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,2,29.75,96.85,0,55,3425
4250,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,44.9,111.05,0,26,4370
4251,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,29.8,94.4,0,32,5614
4252,0,0,0,0,2,1,0,0,2,0,0,0,2,2,0,1,2,71.95,923.85,0,67,3605
4253,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.75,141.1,0,46,4476
4254,1,0,1,1,2,1,0,0,0,0,0,0,2,0,0,1,3,56.3,628.65,0,56,2047
4255,1,0,1,1,10,1,2,1,0,2,2,0,2,2,1,1,2,105.25,5576.3,0,56,6365
4256,1,0,1,1,12,1,0,2,1,1,1,1,1,1,2,0,3,19.55,1245.6,0,36,6002
4257,0,0,0,0,2,1,0,0,2,2,2,2,2,2,0,0,3,84.45,1287.85,0,46,4653
4258,1,0,1,1,7,1,0,0,2,2,0,0,0,0,1,0,3,53.65,1939.35,0,37,4113
4259,1,1,1,0,0,0,1,0,0,0,2,0,0,0,0,1,2,29.9,118.25,0,46,2914
4260,0,0,1,1,4,1,0,2,1,1,1,1,1,1,2,0,3,19.7,452.55,0,42,4642
4261,0,0,0,0,12,0,1,0,2,2,2,2,0,0,1,0,1,43.7,2696.55,0,50,4051
4262,1,0,0,0,3,1,2,0,0,2,0,0,0,0,0,0,2,55.3,875.35,0,25,3771
4263,1,0,1,1,12,1,0,2,1,1,1,1,1,1,2,1,1,19.85,1267.05,0,52,6009
4264,0,0,1,1,5,1,0,2,1,1,1,1,1,1,2,0,1,19.65,494.9,0,37,4184
4265,1,0,0,0,3,1,0,0,0,0,0,2,0,0,0,1,3,49.45,799.0,0,49,3446
4266,1,0,0,1,0,1,0,2,1,1,1,1,1,1,2,0,3,20.45,106.9,0,75,3353
4267,0,0,0,0,3,0,1,0,0,2,0,0,0,2,0,1,2,39.7,710.05,0,65,4034
4268,1,0,0,0,1,1,2,0,2,0,0,0,0,0,0,1,1,54.5,568.2,0,59,4163
4269,0,0,0,0,14,1,2,1,0,2,2,2,2,2,2,1,0,111.6,8012.75,0,59,5425
4270,0,0,1,1,1,1,0,0,0,2,2,0,0,0,0,1,3,55.55,551.3,0,41,2530
4271,1,0,1,0,2,1,0,2,1,1,1,1,1,1,1,1,3,20.55,184.95,0,23,3971
4272,1,0,1,1,3,1,2,0,2,0,0,2,0,0,1,1,3,62.1,1096.65,0,33,3937
4273,0,0,1,1,7,1,2,1,2,0,2,0,2,2,0,1,1,104.5,3684.95,0,49,4102
4274,1,1,0,0,3,1,0,1,0,2,2,0,2,2,0,1,2,101.8,1752.45,0,53,3296
4275,0,1,1,1,13,1,2,1,2,2,0,2,2,2,1,1,1,110.6,7210.85,0,67,5418
4276,1,0,1,1,12,1,0,0,2,2,2,2,2,2,1,0,0,84.9,5264.5,0,72,4413
4277,1,0,0,0,4,1,0,1,0,2,0,0,2,2,0,1,3,93.2,2157.3,0,26,4093
4278,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,24.4,24.4,0,66,3145
4279,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,70.55,433.95,0,52,4059
4280,0,0,1,1,13,1,0,0,2,2,2,2,2,2,2,1,1,85.0,5607.75,0,65,6221
4281,0,0,1,1,10,1,0,1,0,2,2,2,0,0,0,0,0,85.8,4433.3,0,22,5494
4282,0,0,0,1,1,1,0,1,0,0,2,2,2,0,0,1,2,91.1,964.35,0,50,3857
4283,0,0,1,1,14,1,0,2,1,1,1,1,1,1,2,0,0,20.1,1460.85,0,30,4598
4284,1,0,1,1,9,1,0,2,1,1,1,1,1,1,1,0,3,20.05,951.55,0,64,5183
4285,1,0,1,1,4,1,2,0,2,0,0,0,2,2,1,0,3,74.8,1821.2,0,52,5535
4286,1,0,0,0,12,1,2,2,1,1,1,1,1,1,1,0,1,24.8,1600.95,0,76,5826
4287,0,0,0,0,0,1,2,1,0,0,0,2,2,2,0,1,3,100.85,399.25,0,21,5354
4288,0,0,0,0,6,1,0,1,0,2,2,2,2,2,0,1,2,105.1,3634.8,0,68,3941
4289,0,0,1,0,2,1,0,2,1,1,1,1,1,1,2,0,3,20.4,292.4,0,73,4556
4290,1,0,1,1,2,1,0,2,1,1,1,1,1,1,1,0,3,20.0,218.55,0,27,5651
4291,0,0,1,1,12,1,2,0,0,2,0,2,2,2,2,1,0,79.4,5071.9,0,65,4023
4292,1,0,1,1,4,1,0,0,2,0,0,2,0,0,1,0,1,57.2,1423.35,0,69,4021
4293,1,0,1,0,10,1,0,0,2,2,2,0,0,0,2,0,2,58.6,3068.6,0,49,6231
4294,1,0,1,0,9,1,0,1,0,2,0,0,2,2,2,1,2,94.8,4690.65,0,29,4252
4295,1,0,1,0,11,1,2,1,0,2,2,0,2,2,1,0,0,102.5,6157.6,0,54,4968
4296,0,0,1,1,13,1,0,2,1,1,1,1,1,1,1,1,1,20.35,1442.65,0,26,5188
4297,1,0,0,0,7,1,2,1,0,0,0,0,2,0,0,1,2,84.9,3369.05,0,37,2904
4298,1,0,1,0,13,1,0,0,2,2,0,2,0,2,2,1,1,69.2,4671.65,0,43,4323
4299,0,0,1,1,2,1,0,2,1,1,1,1,1,1,2,0,3,20.85,272.35,0,58,3163
4300,0,0,0,1,8,1,2,1,0,2,0,0,2,0,0,1,0,88.5,3645.05,0,27,5984
4301,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,3,35.0,135.75,0,70,3523
4302,0,0,1,1,4,1,0,0,2,0,0,2,0,0,0,0,2,55.15,1319.85,0,80,2200
4303,0,0,0,0,0,0,1,0,0,2,0,0,2,2,0,1,1,50.95,229.4,0,69,3573
4304,0,0,0,0,0,1,2,0,0,2,0,0,0,2,0,1,2,64.0,370.25,0,75,4421
4305,0,0,1,1,14,1,2,0,2,2,2,2,2,0,2,0,0,80.2,5714.2,0,24,6087
4306,0,0,0,0,4,1,0,0,0,0,2,0,0,0,0,1,1,49.3,1233.25,0,66,5394
4307,0,0,1,0,8,1,2,0,2,0,2,2,2,2,2,0,1,84.35,3571.6,0,59,3363
4308,0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,20.05,83.3,0,30,4596
4309,1,0,0,0,13,1,2,1,2,2,2,2,2,2,1,1,1,117.2,8035.95,0,55,4629
4310,0,0,1,1,6,1,0,2,1,1,1,1,1,1,1,0,3,20.1,579.4,0,62,3342
4311,1,1,1,0,13,1,2,1,0,2,2,2,2,2,2,1,2,109.95,7634.25,0,63,4297
4312,1,1,0,0,7,1,2,1,0,0,0,0,2,2,0,0,2,94.75,3653.0,0,71,3654
4313,0,0,1,1,0,1,0,1,0,2,0,2,0,0,0,1,2,80.0,241.3,0,76,4264
4314,0,0,1,1,9,1,2,0,0,2,0,2,2,2,2,0,2,79.65,3870.3,0,50,3246
4315,0,0,1,0,2,1,2,2,1,1,1,1,1,1,2,0,3,25.2,387.9,0,25,4411
4316,0,0,0,0,4,1,0,2,1,1,1,1,1,1,1,0,1,19.9,527.5,0,56,3048
4317,0,0,0,0,9,0,1,0,2,2,0,0,2,0,0,1,2,44.8,2104.55,0,26,2469
4318,1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,20.3,20.3,0,80,4270
4319,1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,2,19.2,19.2,0,27,2716
4320,0,0,0,0,7,1,0,1,0,2,2,0,0,0,1,0,2,80.05,3019.1,0,55,3364
4321,1,1,1,0,13,1,2,1,0,2,2,2,2,2,1,1,0,107.35,7051.95,0,53,4138
4322,0,0,1,0,5,0,1,0,2,2,2,0,2,0,1,0,0,47.85,1190.5,0,79,4362
4323,1,0,1,0,12,1,0,0,2,2,0,2,2,0,1,0,1,70.8,4448.8,0,44,5114
4324,1,1,1,0,3,1,0,0,2,0,0,0,0,2,0,1,1,59.1,1011.05,0,30,2422
4325,0,0,1,0,12,1,2,2,1,1,1,1,1,1,2,0,3,25.55,1714.95,0,22,4312
4326,0,0,0,1,5,1,0,2,1,1,1,1,1,1,0,0,3,20.25,535.35,0,54,4476
4327,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,75.55,75.55,0,34,3503
4328,1,0,1,0,13,1,2,1,0,2,2,0,0,2,1,0,2,95.3,6273.4,0,49,5706
4329,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,70.25,70.25,0,58,4063
4330,0,0,1,0,3,1,0,0,0,0,0,2,0,0,0,1,3,50.3,908.75,0,67,3740
4331,1,0,1,1,0,1,0,2,1,1,1,1,1,1,2,0,3,19.85,0.0,0,53,2019
4332,1,0,0,1,2,1,0,2,1,1,1,1,1,1,2,0,0,19.35,212.3,0,74,2558
4333,1,0,0,0,2,1,2,2,1,1,1,1,1,1,0,0,2,25.0,316.2,0,53,4408
4334,0,0,1,1,10,1,0,2,1,1,1,1,1,1,2,0,3,20.3,1079.05,0,36,5153
4335,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.35,564.65,0,37,4989
4336,0,0,1,1,13,1,2,0,2,2,2,2,2,2,2,0,1,88.0,6161.9,0,44,5436
4337,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,3,43.8,2106.05,0,68,5651
4338,1,0,0,0,7,0,1,0,2,2,2,0,2,2,1,0,1,62.05,2511.55,0,34,2290
4339,0,0,0,0,3,1,0,2,1,1,1,1,1,1,1,0,0,20.1,318.6,0,22,4545
4340,0,0,1,0,14,1,2,1,0,2,2,0,2,2,1,1,2,101.35,7323.15,0,25,4497
4341,0,1,0,0,0,1,2,1,0,0,0,0,0,2,0,1,2,84.05,186.05,0,72,5039
4342,1,0,1,1,4,1,0,2,1,1,1,1,1,1,2,0,3,20.9,454.0,0,46,4076
4343,0,1,0,0,14,1,2,1,0,2,2,0,2,2,1,1,2,105.9,7521.95,0,60,5479
4344,1,0,1,0,2,1,0,1,0,2,0,0,0,2,0,1,1,85.05,999.8,0,80,2540
4345,0,0,0,0,10,0,1,0,2,0,0,2,0,2,1,0,0,44.1,2369.7,0,32,6205
4346,0,0,1,0,13,1,2,1,0,2,2,2,0,0,2,0,1,90.2,6297.65,0,55,4095
4347,1,0,0,0,5,1,0,0,2,0,0,2,0,0,0,0,3,53.45,1461.45,0,75,2191
4348,1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,1,3,19.95,416.4,0,36,3632
4349,0,1,0,0,12,1,2,0,0,2,2,2,0,2,0,0,1,74.65,4869.35,0,58,5113
4350,1,0,1,0,11,0,1,0,0,2,2,2,2,2,2,1,0,57.5,3265.95,0,75,4133
4351,1,0,0,0,3,1,0,2,1,1,1,1,1,1,2,0,3,19.65,358.15,0,21,5596
4352,1,0,1,0,6,1,0,1,0,0,2,0,2,2,1,1,2,93.8,2939.8,0,46,2510
4353,1,0,0,0,10,1,2,0,2,2,2,2,2,2,2,1,3,89.25,4652.4,0,31,4624
4354,0,0,0,0,9,1,2,1,0,2,2,0,0,2,1,1,2,94.15,4408.45,0,70,3924
4355,0,1,0,0,2,1,2,0,2,0,0,0,0,0,0,1,2,55.6,580.8,0,80,5014
4356,0,0,1,1,10,0,1,0,2,2,2,0,0,2,0,1,0,48.7,2495.2,0,54,4116
4357,1,1,0,0,11,1,2,1,0,2,0,2,2,2,0,1,0,104.9,5913.95,0,75,5838
4358,0,0,1,1,14,1,0,2,1,1,1,1,1,1,2,0,0,19.9,1389.35,0,31,5789
4359,0,0,1,1,0,1,0,2,1,1,1,1,1,1,0,1,3,19.4,19.4,0,72,3160
4360,1,0,1,0,13,1,2,2,1,1,1,1,1,1,2,0,1,25.05,1629.2,0,24,4187
4361,1,0,1,0,14,1,0,0,2,2,2,2,2,2,2,0,3,84.45,6033.1,0,50,6297
4362,0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,19.3,44.4,0,43,3009
4363,0,0,0,0,8,1,0,0,2,0,2,2,2,2,1,1,0,79.85,3320.75,0,48,5556
4364,1,0,1,1,14,1,2,2,1,1,1,1,1,1,2,0,1,25.55,1867.7,0,40,6425
4365,0,0,1,0,11,1,2,0,2,0,0,2,0,2,1,1,2,68.4,3972.25,0,62,5269
4366,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.65,155.9,0,38,2100
4367,0,0,1,0,12,1,0,0,2,0,2,0,0,0,0,1,3,55.15,3673.15,0,34,6205
4368,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,70.6,70.6,0,61,3530
4369,1,0,1,0,11,1,0,2,1,1,1,1,1,1,1,0,1,19.95,1126.75,0,65,4838
4370,1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,19.0,73.45,0,28,4345
4371,0,0,1,1,11,1,0,0,0,0,0,0,0,0,1,1,3,44.1,2413.05,0,44,5040
4372,1,0,1,0,12,1,2,1,0,0,2,2,2,2,2,1,0,107.6,6912.7,0,40,4697
4373,1,0,0,0,5,1,2,0,2,2,0,0,0,0,1,0,2,61.55,1581.95,0,30,5156
4374,1,0,0,0,12,1,2,1,2,2,2,0,0,0,0,0,0,90.7,5586.45,0,67,5496
4375,0,0,1,1,11,1,0,1,2,2,0,0,2,2,1,0,1,99.25,5846.65,0,22,4098
4376,0,0,1,0,13,1,2,0,2,2,2,2,2,2,2,1,2,91.7,6424.7,0,77,4113
4377,0,0,1,1,12,1,2,1,2,2,2,0,0,2,1,1,1,100.7,6018.65,0,57,4804
4378,0,0,0,0,8,1,2,0,0,0,2,2,2,2,2,1,1,78.45,3373.4,0,30,3192
4379,1,0,0,0,3,1,2,1,0,0,0,0,2,0,0,0,0,84.3,1537.9,0,72,4612
4380,0,0,0,0,11,1,0,2,1,1,1,1,1,1,2,1,0,19.55,1080.55,0,56,5764
4381,0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,1,20.45,82.85,0,40,4344
4382,0,0,0,1,6,1,0,0,2,2,0,0,0,0,1,0,1,55.6,2016.45,0,80,5964
4383,0,0,1,1,12,1,2,1,2,0,0,2,0,0,0,1,0,86.8,5327.25,0,70,4915
4384,0,0,0,0,6,1,0,2,1,1,1,1,1,1,1,0,3,20.95,683.25,0,69,5772
4385,0,1,1,0,13,1,0,2,1,1,1,1,1,1,2,1,0,20.05,1263.05,0,76,4934
4386,0,1,1,0,13,1,2,1,2,2,2,2,2,2,2,1,2,113.65,7714.65,0,46,6146
4387,1,0,1,1,0,1,0,0,2,2,0,2,0,0,2,0,3,59.5,130.5,0,61,5613
4388,0,0,1,1,5,1,0,1,0,0,0,0,2,2,0,1,1,87.8,2621.75,0,25,4780
4389,0,0,0,0,9,0,1,0,2,0,2,2,0,0,2,0,3,41.9,1875.25,0,45,2540
4390,1,0,0,1,2,1,0,0,2,0,0,0,2,2,0,1,3,69.85,837.5,0,36,5796
4391,0,0,1,1,1,1,0,0,0,2,0,2,0,0,0,0,0,56.3,401.5,0,21,3135
4392,1,0,1,0,10,1,2,1,2,2,2,0,2,2,0,0,2,109.55,6118.95,0,42,6130
4393,1,0,1,1,13,1,0,1,0,2,0,2,2,0,2,1,3,92.15,6480.9,0,30,5817
4394,0,0,0,0,5,1,2,0,2,2,0,0,2,0,0,1,0,69.5,1800.05,0,55,3866
4395,0,0,1,0,14,1,2,1,2,2,2,2,0,0,2,1,0,97.0,7104.2,0,67,6302
4396,0,0,0,0,13,0,1,0,2,0,2,2,2,2,2,1,0,58.35,4214.25,0,55,4093
4397,0,0,1,1,5,1,0,1,0,0,0,0,0,0,1,1,0,70.4,1992.2,0,54,5195
4398,0,0,1,0,4,1,2,1,0,0,0,0,2,2,0,1,2,94.3,1948.35,0,55,2058
4399,0,0,1,1,10,1,0,2,1,1,1,1,1,1,1,0,0,19.55,1007.9,0,29,4670
